,brand_name,entree,side,dessert,calories,total_fat,carbs,sugar,protein,saturated_fat,cholesterol,sodium,meal_type,tag
2856,McDonald's,Premium Bacon Ranch Salad without chicken,Chicken Noodle Soup,,420.0,15.5,20.0,4.0,53.0,6.0,150.0,2110.0,entree_side,breakfast
2864,McDonald's,Premium Bacon Ranch Salad without chicken,Spam Side Order,,510.0,30.0,10.0,5.0,50.0,12.0,180.0,1890.0,entree_side,breakfast
2866,McDonald's,Premium Bacon Ranch Salad without chicken,Plain Gourmet Pretzel Twist,,790.0,21.0,99.0,8.0,55.0,7.5,135.0,1700.0,entree_side,breakfast
2868,McDonald's,Premium Bacon Ranch Salad without chicken,Side Salad,,335.0,14.0,12.0,5.0,43.0,6.0,135.0,1245.0,entree_side,breakfast
2871,McDonald's,Premium Bacon Ranch Salad without chicken,Gourmet Twist Hot Pretzel with Butter Salt,,800.0,22.0,99.0,8.0,55.0,7.5,135.0,2210.0,entree_side,breakfast
2872,McDonald's,Premium Bacon Ranch Salad without chicken,Apple Slices,,355.0,14.0,18.0,11.0,42.0,6.0,135.0,1230.0,entree_side,breakfast
2873,McDonald's,Premium Bacon Ranch Salad without chicken,Hash Browns,,470.0,23.0,25.0,4.0,43.0,7.5,135.0,1550.0,entree_side,breakfast
2874,McDonald's,Premium Bacon Ranch Salad without chicken,Kids Fries,,430.0,19.0,24.0,4.0,43.0,7.0,135.0,1310.0,entree_side,breakfast
2875,McDonald's,Sausage Burrito,Small French Fries,,520.0,26.0,55.0,2.0,16.0,7.5,165.0,960.0,entree_side,breakfast
2876,McDonald's,Sausage Burrito,Mac N Cheese,,420.0,19.0,42.0,6.0,19.0,8.5,175.0,1040.0,entree_side,breakfast
2877,McDonald's,Sausage Burrito,Cuties,,325.0,15.0,34.0,8.0,13.0,6.0,165.0,800.0,entree_side,breakfast
2878,McDonald's,Sausage Burrito,Mozzarella Sticks (3 Piece),,480.0,25.0,44.0,3.0,21.0,10.0,185.0,1260.0,entree_side,breakfast
2879,McDonald's,Sausage Burrito,Medium French Fries,,630.0,31.0,70.0,2.0,17.0,8.0,165.0,1030.0,entree_side,breakfast
2880,McDonald's,Sausage Burrito,McCheddar Potato Bites (8 piece),,560.0,28.0,57.0,4.0,19.0,9.5,175.0,1510.0,entree_side,breakfast
2881,McDonald's,Sausage Burrito,Chicken Noodle Soup,,390.0,16.5,37.0,2.0,24.0,6.0,180.0,1680.0,entree_side,breakfast
2889,McDonald's,Sausage Burrito,Spam Side Order,,480.0,31.0,27.0,3.0,21.0,12.0,210.0,1460.0,entree_side,breakfast
2891,McDonald's,Sausage Burrito,Plain Gourmet Pretzel Twist,,760.0,22.0,116.0,6.0,26.0,7.5,165.0,1270.0,entree_side,breakfast
2893,McDonald's,Sausage Burrito,Side Salad,,305.0,15.0,29.0,3.0,14.0,6.0,165.0,815.0,entree_side,breakfast
2896,McDonald's,Sausage Burrito,Gourmet Twist Hot Pretzel with Butter Salt,,770.0,23.0,116.0,6.0,26.0,7.5,165.0,1780.0,entree_side,breakfast
2897,McDonald's,Sausage Burrito,Apple Slices,,325.0,15.0,35.0,9.0,13.0,6.0,165.0,800.0,entree_side,breakfast
2898,McDonald's,Sausage Burrito,Hash Browns,,440.0,24.0,42.0,2.0,14.0,7.5,165.0,1120.0,entree_side,breakfast
2899,McDonald's,Sausage Burrito,Kids Fries,,400.0,20.0,41.0,2.0,14.0,7.0,165.0,880.0,entree_side,breakfast
2952,McDonald's,"Premium McWrap Chicken & Ranch, Buttermilk Crispy",Cuties,,685.0,33.0,68.0,11.0,30.0,9.0,80.0,1400.0,entree_side,none
2968,McDonald's,"Premium McWrap Chicken & Ranch, Buttermilk Crispy",Side Salad,,665.0,33.0,63.0,6.0,31.0,9.0,80.0,1415.0,entree_side,none
2972,McDonald's,"Premium McWrap Chicken & Ranch, Buttermilk Crispy",Apple Slices,,685.0,33.0,69.0,12.0,30.0,9.0,80.0,1400.0,entree_side,none
2993,McDonald's,Quarter Pounder Deluxe,Side Salad,,605.0,32.0,47.0,12.0,33.0,14.0,105.0,1195.0,entree_side,none
3002,McDonald's,Sausage Biscuit with Egg Whites,Cuties,,525.0,31.0,44.0,9.0,17.0,14.0,45.0,1140.0,entree_side,breakfast
3006,McDonald's,Sausage Biscuit with Egg Whites,Chicken Noodle Soup,,590.0,32.5,47.0,3.0,28.0,14.0,60.0,2020.0,entree_side,breakfast
3018,McDonald's,Sausage Biscuit with Egg Whites,Side Salad,,505.0,31.0,39.0,4.0,18.0,14.0,45.0,1155.0,entree_side,breakfast
3022,McDonald's,Sausage Biscuit with Egg Whites,Apple Slices,,525.0,31.0,45.0,10.0,17.0,14.0,45.0,1140.0,entree_side,breakfast
3025,McDonald's,Bacon Buffalo Ranch McChicken,Small French Fries,,660.0,32.0,69.0,6.0,23.0,6.0,55.0,1200.0,entree_side,breakfast
3026,McDonald's,Bacon Buffalo Ranch McChicken,Mac N Cheese,,560.0,25.0,56.0,10.0,26.0,7.0,65.0,1280.0,entree_side,breakfast
3027,McDonald's,Bacon Buffalo Ranch McChicken,Cuties,,465.0,21.0,48.0,12.0,20.0,4.5,55.0,1040.0,entree_side,breakfast
3028,McDonald's,Bacon Buffalo Ranch McChicken,Mozzarella Sticks (3 Piece),,620.0,31.0,58.0,7.0,28.0,8.5,75.0,1500.0,entree_side,breakfast
3031,McDonald's,Bacon Buffalo Ranch McChicken,Chicken Noodle Soup,,530.0,22.5,51.0,6.0,31.0,4.5,70.0,1920.0,entree_side,breakfast
3041,McDonald's,Bacon Buffalo Ranch McChicken,Plain Gourmet Pretzel Twist,,900.0,28.0,130.0,10.0,33.0,6.0,55.0,1510.0,entree_side,breakfast
3043,McDonald's,Bacon Buffalo Ranch McChicken,Side Salad,,445.0,21.0,43.0,7.0,21.0,4.5,55.0,1055.0,entree_side,breakfast
3046,McDonald's,Bacon Buffalo Ranch McChicken,Gourmet Twist Hot Pretzel with Butter Salt,,910.0,29.0,130.0,10.0,33.0,6.0,55.0,2020.0,entree_side,breakfast
3048,McDonald's,Bacon Buffalo Ranch McChicken,Hash Browns,,580.0,30.0,56.0,6.0,21.0,6.0,55.0,1360.0,entree_side,breakfast
3049,McDonald's,Bacon Buffalo Ranch McChicken,Kids Fries,,540.0,26.0,55.0,6.0,21.0,5.5,55.0,1120.0,entree_side,breakfast
3051,McDonald's,Bacon Cheddar McChicken,Mac N Cheese,,600.0,27.0,59.0,10.0,29.0,10.5,80.0,1280.0,entree_side,breakfast
3052,McDonald's,Bacon Cheddar McChicken,Cuties,,505.0,23.0,51.0,12.0,23.0,8.0,70.0,1040.0,entree_side,breakfast
3053,McDonald's,Bacon Cheddar McChicken,Mozzarella Sticks (3 Piece),,660.0,33.0,61.0,7.0,31.0,12.0,90.0,1500.0,entree_side,breakfast
3056,McDonald's,Bacon Cheddar McChicken,Chicken Noodle Soup,,570.0,24.5,54.0,6.0,34.0,8.0,85.0,1920.0,entree_side,breakfast
3066,McDonald's,Bacon Cheddar McChicken,Plain Gourmet Pretzel Twist,,940.0,30.0,133.0,10.0,36.0,9.5,70.0,1510.0,entree_side,breakfast
3068,McDonald's,Bacon Cheddar McChicken,Side Salad,,485.0,23.0,46.0,7.0,24.0,8.0,70.0,1055.0,entree_side,breakfast
3071,McDonald's,Bacon Cheddar McChicken,Gourmet Twist Hot Pretzel with Butter Salt,,950.0,31.0,133.0,10.0,36.0,9.5,70.0,2020.0,entree_side,breakfast
3073,McDonald's,Bacon Cheddar McChicken,Hash Browns,,620.0,32.0,59.0,6.0,24.0,9.5,70.0,1360.0,entree_side,breakfast
3074,McDonald's,Bacon Cheddar McChicken,Kids Fries,,580.0,28.0,58.0,6.0,24.0,9.0,70.0,1120.0,entree_side,breakfast
3075,McDonald's,Pico Guacamole Artisan Grilled Chicken without Bun,Small French Fries,,530.0,26.0,37.0,2.0,35.0,6.0,115.0,1360.0,entree_side,none
3076,McDonald's,Pico Guacamole Artisan Grilled Chicken without Bun,Mac N Cheese,,430.0,19.0,24.0,6.0,38.0,7.0,125.0,1440.0,entree_side,none
3077,McDonald's,Pico Guacamole Artisan Grilled Chicken without Bun,Cuties,,335.0,15.0,16.0,8.0,32.0,4.5,115.0,1200.0,entree_side,none
3078,McDonald's,Pico Guacamole Artisan Grilled Chicken without Bun,Mozzarella Sticks (3 Piece),,490.0,25.0,26.0,3.0,40.0,8.5,135.0,1660.0,entree_side,none
3079,McDonald's,Pico Guacamole Artisan Grilled Chicken without Bun,Medium French Fries,,640.0,31.0,52.0,2.0,36.0,6.5,115.0,1430.0,entree_side,none
3080,McDonald's,Pico Guacamole Artisan Grilled Chicken without Bun,McCheddar Potato Bites (8 piece),,570.0,28.0,39.0,4.0,38.0,8.0,125.0,1910.0,entree_side,none
3081,McDonald's,Pico Guacamole Artisan Grilled Chicken without Bun,Chicken Noodle Soup,,400.0,16.5,19.0,2.0,43.0,4.5,130.0,2080.0,entree_side,none
3089,McDonald's,Pico Guacamole Artisan Grilled Chicken without Bun,Spam Side Order,,490.0,31.0,9.0,3.0,40.0,10.5,160.0,1860.0,entree_side,none
3091,McDonald's,Pico Guacamole Artisan Grilled Chicken without Bun,Plain Gourmet Pretzel Twist,,770.0,22.0,98.0,6.0,45.0,6.0,115.0,1670.0,entree_side,none
3093,McDonald's,Pico Guacamole Artisan Grilled Chicken without Bun,Side Salad,,315.0,15.0,11.0,3.0,33.0,4.5,115.0,1215.0,entree_side,none
3096,McDonald's,Pico Guacamole Artisan Grilled Chicken without Bun,Gourmet Twist Hot Pretzel with Butter Salt,,780.0,23.0,98.0,6.0,45.0,6.0,115.0,2180.0,entree_side,none
3097,McDonald's,Pico Guacamole Artisan Grilled Chicken without Bun,Apple Slices,,335.0,15.0,17.0,9.0,32.0,4.5,115.0,1200.0,entree_side,none
3098,McDonald's,Pico Guacamole Artisan Grilled Chicken without Bun,Hash Browns,,450.0,24.0,24.0,2.0,33.0,6.0,115.0,1520.0,entree_side,none
3099,McDonald's,Pico Guacamole Artisan Grilled Chicken without Bun,Kids Fries,,410.0,20.0,23.0,2.0,33.0,5.5,115.0,1280.0,entree_side,none
3131,McDonald's,Big Mac with Butter,Chicken Noodle Soup,,660.0,32.5,57.0,9.0,36.0,12.0,100.0,1830.0,entree_side,none
3143,McDonald's,Big Mac with Butter,Side Salad,,575.0,31.0,49.0,10.0,26.0,12.0,85.0,965.0,entree_side,none
3150,McDonald's,Hamburger New York,Small French Fries,,480.0,19.0,60.0,6.0,16.0,4.5,30.0,630.0,entree_side,none
3151,McDonald's,Hamburger New York,Mac N Cheese,,380.0,12.0,47.0,10.0,19.0,5.5,40.0,710.0,entree_side,none
3152,McDonald's,Hamburger New York,Cuties,,285.0,8.0,39.0,12.0,13.0,3.0,30.0,470.0,entree_side,none
3153,McDonald's,Hamburger New York,Mozzarella Sticks (3 Piece),,440.0,18.0,49.0,7.0,21.0,7.0,50.0,930.0,entree_side,none
3154,McDonald's,Hamburger New York,Medium French Fries,,590.0,24.0,75.0,6.0,17.0,5.0,30.0,700.0,entree_side,none
3155,McDonald's,Hamburger New York,McCheddar Potato Bites (8 piece),,520.0,21.0,62.0,8.0,19.0,6.5,40.0,1180.0,entree_side,none
3156,McDonald's,Hamburger New York,Chicken Noodle Soup,,350.0,9.5,42.0,6.0,24.0,3.0,45.0,1350.0,entree_side,none
3157,McDonald's,Hamburger New York,Spam Eggs and Rice,,730.0,33.0,67.0,7.0,37.0,12.0,500.0,1250.0,entree_side,none
3158,McDonald's,Hamburger New York,McCheddar Potato Bites (12 piece),,650.0,28.0,78.0,9.0,22.0,8.0,45.0,1540.0,entree_side,none
3161,McDonald's,Hamburger New York,Large French Fries,,760.0,32.0,97.0,6.0,20.0,6.5,30.0,820.0,entree_side,none
3164,McDonald's,Hamburger New York,Spam Side Order,,440.0,24.0,32.0,7.0,21.0,9.0,75.0,1130.0,entree_side,none
3165,McDonald's,Hamburger New York,"Gilroy Garlic Fries, Medium",,670.0,31.0,79.0,7.0,21.0,7.5,30.0,970.0,entree_side,none
3166,McDonald's,Hamburger New York,Plain Gourmet Pretzel Twist,,720.0,15.0,121.0,10.0,26.0,4.5,30.0,940.0,entree_side,none
3168,McDonald's,Hamburger New York,Side Salad,,265.0,8.0,34.0,7.0,14.0,3.0,30.0,485.0,entree_side,none
3171,McDonald's,Hamburger New York,Gourmet Twist Hot Pretzel with Butter Salt,,730.0,16.0,121.0,10.0,26.0,4.5,30.0,1450.0,entree_side,none
3173,McDonald's,Hamburger New York,Hash Browns,,400.0,17.0,47.0,6.0,14.0,4.5,30.0,790.0,entree_side,none
3174,McDonald's,Hamburger New York,Kids Fries,,360.0,13.0,46.0,6.0,14.0,4.0,30.0,550.0,entree_side,none
3175,McDonald's,Deluxe Buttermilk Crispy Chicken on Potato Roll,Small French Fries,,760.0,33.0,84.0,5.0,29.0,6.0,60.0,1180.0,entree_side,none
3176,McDonald's,Deluxe Buttermilk Crispy Chicken on Potato Roll,Mac N Cheese,,660.0,26.0,71.0,9.0,32.0,7.0,70.0,1260.0,entree_side,none
3177,McDonald's,Deluxe Buttermilk Crispy Chicken on Potato Roll,Cuties,,565.0,22.0,63.0,11.0,26.0,4.5,60.0,1020.0,entree_side,none
3178,McDonald's,Deluxe Buttermilk Crispy Chicken on Potato Roll,Mozzarella Sticks (3 Piece),,720.0,32.0,73.0,6.0,34.0,8.5,80.0,1480.0,entree_side,none
3181,McDonald's,Deluxe Buttermilk Crispy Chicken on Potato Roll,Chicken Noodle Soup,,630.0,23.5,66.0,5.0,37.0,4.5,75.0,1900.0,entree_side,none
3193,McDonald's,Deluxe Buttermilk Crispy Chicken on Potato Roll,Side Salad,,545.0,22.0,58.0,6.0,27.0,4.5,60.0,1035.0,entree_side,none
3197,McDonald's,Deluxe Buttermilk Crispy Chicken on Potato Roll,Apple Slices,,565.0,22.0,64.0,12.0,26.0,4.5,60.0,1020.0,entree_side,none
3198,McDonald's,Deluxe Buttermilk Crispy Chicken on Potato Roll,Hash Browns,,680.0,31.0,71.0,5.0,27.0,6.0,60.0,1340.0,entree_side,none
3199,McDonald's,Deluxe Buttermilk Crispy Chicken on Potato Roll,Kids Fries,,640.0,27.0,70.0,5.0,27.0,5.5,60.0,1100.0,entree_side,none
3200,McDonald's,Hot N Spicy McChicken Biscuit,Small French Fries,,660.0,33.0,75.0,2.0,17.0,10.5,40.0,1230.0,entree_side,breakfast
3201,McDonald's,Hot N Spicy McChicken Biscuit,Mac N Cheese,,560.0,26.0,62.0,6.0,20.0,11.5,50.0,1310.0,entree_side,breakfast
3202,McDonald's,Hot N Spicy McChicken Biscuit,Cuties,,465.0,22.0,54.0,8.0,14.0,9.0,40.0,1070.0,entree_side,breakfast
3203,McDonald's,Hot N Spicy McChicken Biscuit,Mozzarella Sticks (3 Piece),,620.0,32.0,64.0,3.0,22.0,13.0,60.0,1530.0,entree_side,breakfast
3206,McDonald's,Hot N Spicy McChicken Biscuit,Chicken Noodle Soup,,530.0,23.5,57.0,2.0,25.0,9.0,55.0,1950.0,entree_side,breakfast
3216,McDonald's,Hot N Spicy McChicken Biscuit,Plain Gourmet Pretzel Twist,,900.0,29.0,136.0,6.0,27.0,10.5,40.0,1540.0,entree_side,breakfast
3218,McDonald's,Hot N Spicy McChicken Biscuit,Side Salad,,445.0,22.0,49.0,3.0,15.0,9.0,40.0,1085.0,entree_side,breakfast
3221,McDonald's,Hot N Spicy McChicken Biscuit,Gourmet Twist Hot Pretzel with Butter Salt,,910.0,30.0,136.0,6.0,27.0,10.5,40.0,2050.0,entree_side,breakfast
3222,McDonald's,Hot N Spicy McChicken Biscuit,Apple Slices,,465.0,22.0,55.0,9.0,14.0,9.0,40.0,1070.0,entree_side,breakfast
3223,McDonald's,Hot N Spicy McChicken Biscuit,Hash Browns,,580.0,31.0,62.0,2.0,15.0,10.5,40.0,1390.0,entree_side,breakfast
3224,McDonald's,Hot N Spicy McChicken Biscuit,Kids Fries,,540.0,27.0,61.0,2.0,15.0,10.0,40.0,1150.0,entree_side,breakfast
3250,McDonald's,McChicken Deluxe,Small French Fries,,660.0,30.0,76.0,7.0,21.0,7.5,55.0,990.0,entree_side,none
3251,McDonald's,McChicken Deluxe,Mac N Cheese,,560.0,23.0,63.0,11.0,24.0,8.5,65.0,1070.0,entree_side,none
3253,McDonald's,McChicken Deluxe,Mozzarella Sticks (3 Piece),,620.0,29.0,65.0,8.0,26.0,10.0,75.0,1290.0,entree_side,none
3255,McDonald's,McChicken Deluxe,McCheddar Potato Bites (8 piece),,700.0,32.0,78.0,9.0,24.0,9.5,65.0,1540.0,entree_side,none
3256,McDonald's,McChicken Deluxe,Chicken Noodle Soup,,530.0,20.5,58.0,7.0,29.0,6.0,70.0,1710.0,entree_side,none
3266,McDonald's,McChicken Deluxe,Plain Gourmet Pretzel Twist,,900.0,26.0,137.0,11.0,31.0,7.5,55.0,1300.0,entree_side,none
3268,McDonald's,McChicken Deluxe,Side Salad,,445.0,19.0,50.0,8.0,19.0,6.0,55.0,845.0,entree_side,none
3271,McDonald's,McChicken Deluxe,Gourmet Twist Hot Pretzel with Butter Salt,,910.0,27.0,137.0,11.0,31.0,7.5,55.0,1810.0,entree_side,none
3273,McDonald's,McChicken Deluxe,Hash Browns,,580.0,28.0,63.0,7.0,19.0,7.5,55.0,1150.0,entree_side,none
3274,McDonald's,McChicken Deluxe,Kids Fries,,540.0,24.0,62.0,7.0,19.0,7.0,55.0,910.0,entree_side,none
3275,McDonald's,Chorizo Burrito,Small French Fries,,540.0,26.0,57.0,3.0,19.0,7.5,175.0,980.0,entree_side,breakfast
3276,McDonald's,Chorizo Burrito,Mac N Cheese,,440.0,19.0,44.0,7.0,22.0,8.5,185.0,1060.0,entree_side,breakfast
3277,McDonald's,Chorizo Burrito,Cuties,,345.0,15.0,36.0,9.0,16.0,6.0,175.0,820.0,entree_side,breakfast
3278,McDonald's,Chorizo Burrito,Mozzarella Sticks (3 Piece),,500.0,25.0,46.0,4.0,24.0,10.0,195.0,1280.0,entree_side,breakfast
3279,McDonald's,Chorizo Burrito,Medium French Fries,,650.0,31.0,72.0,3.0,20.0,8.0,175.0,1050.0,entree_side,breakfast
3280,McDonald's,Chorizo Burrito,McCheddar Potato Bites (8 piece),,580.0,28.0,59.0,5.0,22.0,9.5,185.0,1530.0,entree_side,breakfast
3281,McDonald's,Chorizo Burrito,Chicken Noodle Soup,,410.0,16.5,39.0,3.0,27.0,6.0,190.0,1700.0,entree_side,breakfast
3289,McDonald's,Chorizo Burrito,Spam Side Order,,500.0,31.0,29.0,4.0,24.0,12.0,220.0,1480.0,entree_side,breakfast
3291,McDonald's,Chorizo Burrito,Plain Gourmet Pretzel Twist,,780.0,22.0,118.0,7.0,29.0,7.5,175.0,1290.0,entree_side,breakfast
3293,McDonald's,Chorizo Burrito,Side Salad,,325.0,15.0,31.0,4.0,17.0,6.0,175.0,835.0,entree_side,breakfast
3296,McDonald's,Chorizo Burrito,Gourmet Twist Hot Pretzel with Butter Salt,,790.0,23.0,118.0,7.0,29.0,7.5,175.0,1800.0,entree_side,breakfast
3297,McDonald's,Chorizo Burrito,Apple Slices,,345.0,15.0,37.0,10.0,16.0,6.0,175.0,820.0,entree_side,breakfast
3298,McDonald's,Chorizo Burrito,Hash Browns,,460.0,24.0,44.0,3.0,17.0,7.5,175.0,1140.0,entree_side,breakfast
3299,McDonald's,Chorizo Burrito,Kids Fries,,420.0,20.0,43.0,3.0,17.0,7.0,175.0,900.0,entree_side,breakfast
3318,McDonald's,Quarter Pounder Deluxe New York,Side Salad,,605.0,32.0,47.0,12.0,33.0,14.0,105.0,1185.0,entree_side,none
3350,McDonald's,Quarter Pounder,Small French Fries,,660.0,31.0,67.0,9.0,29.0,9.5,75.0,860.0,entree_side,none
3353,McDonald's,Quarter Pounder,Mozzarella Sticks (3 Piece),,620.0,30.0,56.0,10.0,34.0,12.0,95.0,1160.0,entree_side,none
3355,McDonald's,Quarter Pounder,McCheddar Potato Bites (8 piece),,700.0,33.0,69.0,11.0,32.0,11.5,85.0,1410.0,entree_side,none
3356,McDonald's,Quarter Pounder,Chicken Noodle Soup,,530.0,21.5,49.0,9.0,37.0,8.0,90.0,1580.0,entree_side,none
3368,McDonald's,Quarter Pounder,Side Salad,,445.0,20.0,41.0,10.0,27.0,8.0,75.0,715.0,entree_side,none
3373,McDonald's,Quarter Pounder,Hash Browns,,580.0,29.0,54.0,9.0,27.0,9.5,75.0,1020.0,entree_side,none
3374,McDonald's,Quarter Pounder,Kids Fries,,540.0,25.0,53.0,9.0,27.0,9.0,75.0,780.0,entree_side,none
3375,McDonald's,Bagel With Cream Cheese,Small French Fries,,540.0,19.0,78.0,6.0,13.0,5.5,25.0,730.0,entree_side,breakfast
3376,McDonald's,Bagel With Cream Cheese,Mac N Cheese,,440.0,12.0,65.0,10.0,16.0,6.5,35.0,810.0,entree_side,breakfast
3377,McDonald's,Bagel With Cream Cheese,Cuties,,345.0,8.0,57.0,12.0,10.0,4.0,25.0,570.0,entree_side,breakfast
3378,McDonald's,Bagel With Cream Cheese,Mozzarella Sticks (3 Piece),,500.0,18.0,67.0,7.0,18.0,8.0,45.0,1030.0,entree_side,breakfast
3379,McDonald's,Bagel With Cream Cheese,Medium French Fries,,650.0,24.0,93.0,6.0,14.0,6.0,25.0,800.0,entree_side,breakfast
3380,McDonald's,Bagel With Cream Cheese,McCheddar Potato Bites (8 piece),,580.0,21.0,80.0,8.0,16.0,7.5,35.0,1280.0,entree_side,breakfast
3381,McDonald's,Bagel With Cream Cheese,Chicken Noodle Soup,,410.0,9.5,60.0,6.0,21.0,4.0,40.0,1450.0,entree_side,breakfast
3382,McDonald's,Bagel With Cream Cheese,Spam Eggs and Rice,,790.0,33.0,85.0,7.0,34.0,13.0,495.0,1350.0,entree_side,breakfast
3383,McDonald's,Bagel With Cream Cheese,McCheddar Potato Bites (12 piece),,710.0,28.0,96.0,9.0,19.0,9.0,40.0,1640.0,entree_side,breakfast
3386,McDonald's,Bagel With Cream Cheese,Large French Fries,,820.0,32.0,115.0,6.0,17.0,7.5,25.0,920.0,entree_side,breakfast
3389,McDonald's,Bagel With Cream Cheese,Spam Side Order,,500.0,24.0,50.0,7.0,18.0,10.0,70.0,1230.0,entree_side,breakfast
3390,McDonald's,Bagel With Cream Cheese,"Gilroy Garlic Fries, Medium",,730.0,31.0,97.0,7.0,18.0,8.5,25.0,1070.0,entree_side,breakfast
3391,McDonald's,Bagel With Cream Cheese,Plain Gourmet Pretzel Twist,,780.0,15.0,139.0,10.0,23.0,5.5,25.0,1040.0,entree_side,breakfast
3393,McDonald's,Bagel With Cream Cheese,Side Salad,,325.0,8.0,52.0,7.0,11.0,4.0,25.0,585.0,entree_side,breakfast
3396,McDonald's,Bagel With Cream Cheese,Gourmet Twist Hot Pretzel with Butter Salt,,790.0,16.0,139.0,10.0,23.0,5.5,25.0,1550.0,entree_side,breakfast
3398,McDonald's,Bagel With Cream Cheese,Hash Browns,,460.0,17.0,65.0,6.0,11.0,5.5,25.0,890.0,entree_side,breakfast
3399,McDonald's,Bagel With Cream Cheese,Kids Fries,,420.0,13.0,64.0,6.0,11.0,5.0,25.0,650.0,entree_side,breakfast
3401,McDonald's,Bacon Double Cheeseburger New York,Mac N Cheese,,630.0,30.0,52.0,12.0,36.0,14.5,110.0,1510.0,entree_side,breakfast
3406,McDonald's,Bacon Double Cheeseburger New York,Chicken Noodle Soup,,600.0,27.5,47.0,8.0,41.0,12.0,115.0,2150.0,entree_side,breakfast
3416,McDonald's,Bacon Double Cheeseburger New York,Plain Gourmet Pretzel Twist,,970.0,33.0,126.0,12.0,43.0,13.5,100.0,1740.0,entree_side,breakfast
3418,McDonald's,Bacon Double Cheeseburger New York,Side Salad,,515.0,26.0,39.0,9.0,31.0,12.0,100.0,1285.0,entree_side,breakfast
3424,McDonald's,Bacon Double Cheeseburger New York,Kids Fries,,610.0,31.0,51.0,8.0,31.0,13.0,100.0,1350.0,entree_side,breakfast
3425,McDonald's,Double Cheeseburger New York,Small French Fries,,660.0,33.0,64.0,7.0,28.0,12.5,85.0,1200.0,entree_side,none
3426,McDonald's,Double Cheeseburger New York,Mac N Cheese,,560.0,26.0,51.0,11.0,31.0,13.5,95.0,1280.0,entree_side,none
3428,McDonald's,Double Cheeseburger New York,Mozzarella Sticks (3 Piece),,620.0,32.0,53.0,8.0,33.0,15.0,105.0,1500.0,entree_side,none
3431,McDonald's,Double Cheeseburger New York,Chicken Noodle Soup,,530.0,23.5,46.0,7.0,36.0,11.0,100.0,1920.0,entree_side,none
3441,McDonald's,Double Cheeseburger New York,Plain Gourmet Pretzel Twist,,900.0,29.0,125.0,11.0,38.0,12.5,85.0,1510.0,entree_side,none
3443,McDonald's,Double Cheeseburger New York,Side Salad,,445.0,22.0,38.0,8.0,26.0,11.0,85.0,1055.0,entree_side,none
3446,McDonald's,Double Cheeseburger New York,Gourmet Twist Hot Pretzel with Butter Salt,,910.0,30.0,125.0,11.0,38.0,12.5,85.0,2020.0,entree_side,none
3448,McDonald's,Double Cheeseburger New York,Hash Browns,,580.0,31.0,51.0,7.0,26.0,12.5,85.0,1360.0,entree_side,none
3449,McDonald's,Double Cheeseburger New York,Kids Fries,,540.0,27.0,50.0,7.0,26.0,12.0,85.0,1120.0,entree_side,none
3450,McDonald's,Homestyle Burger,Small French Fries,,670.0,32.0,65.0,6.0,29.0,9.5,75.0,790.0,entree_side,none
3451,McDonald's,Homestyle Burger,Mac N Cheese,,570.0,25.0,52.0,10.0,32.0,10.5,85.0,870.0,entree_side,none
3452,McDonald's,Homestyle Burger,Cuties,,475.0,21.0,44.0,12.0,26.0,8.0,75.0,630.0,entree_side,none
3453,McDonald's,Homestyle Burger,Mozzarella Sticks (3 Piece),,630.0,31.0,54.0,7.0,34.0,12.0,95.0,1090.0,entree_side,none
3456,McDonald's,Homestyle Burger,Chicken Noodle Soup,,540.0,22.5,47.0,6.0,37.0,8.0,90.0,1510.0,entree_side,none
3466,McDonald's,Homestyle Burger,Plain Gourmet Pretzel Twist,,910.0,28.0,126.0,10.0,39.0,9.5,75.0,1100.0,entree_side,none
3468,McDonald's,Homestyle Burger,Side Salad,,455.0,21.0,39.0,7.0,27.0,8.0,75.0,645.0,entree_side,none
3471,McDonald's,Homestyle Burger,Gourmet Twist Hot Pretzel with Butter Salt,,920.0,29.0,126.0,10.0,39.0,9.5,75.0,1610.0,entree_side,none
3473,McDonald's,Homestyle Burger,Hash Browns,,590.0,30.0,52.0,6.0,27.0,9.5,75.0,950.0,entree_side,none
3474,McDonald's,Homestyle Burger,Kids Fries,,550.0,26.0,51.0,6.0,27.0,9.0,75.0,710.0,entree_side,none
3476,McDonald's,Donatos 7 inch Cheese Pizza,Mac N Cheese,,670.0,31.0,59.0,8.0,35.0,17.5,90.0,1510.0,entree_side,none
3477,McDonald's,Donatos 7 inch Cheese Pizza,Cuties,,575.0,27.0,51.0,10.0,29.0,15.0,80.0,1270.0,entree_side,none
3481,McDonald's,Donatos 7 inch Cheese Pizza,Chicken Noodle Soup,,640.0,28.5,54.0,4.0,40.0,15.0,95.0,2150.0,entree_side,none
3493,McDonald's,Donatos 7 inch Cheese Pizza,Side Salad,,555.0,27.0,46.0,5.0,30.0,15.0,80.0,1285.0,entree_side,none
3497,McDonald's,Donatos 7 inch Cheese Pizza,Apple Slices,,575.0,27.0,52.0,11.0,29.0,15.0,80.0,1270.0,entree_side,none
3499,McDonald's,Donatos 7 inch Cheese Pizza,Kids Fries,,650.0,32.0,58.0,4.0,30.0,16.0,80.0,1350.0,entree_side,none
3500,McDonald's,Bagel Plain,Small French Fries,,490.0,13.0,79.0,5.0,13.0,1.5,0.0,660.0,entree_side,breakfast
