,brand_name,entree,side,dessert,calories,total_fat,carbs,sugar,protein,saturated_fat,cholesterol,sodium,meal_type,tag
139,McDonald's,Bacon Double Cheeseburger,,,500.0,26.0,36.0,8.0,30.0,12.0,100.0,1280.0,entree_only,breakfast
154,McDonald's,Deluxe Burger on Sesame Seed Bun,,,470.0,24.0,37.0,7.0,26.0,10.0,80.0,530.0,entree_only,none
174,McDonald's,Chicken McNuggets (6 piece),,,270.0,16.0,16.0,0.0,15.0,2.5,45.0,510.0,entree_only,none
181,McDonald's,Filet-O-Fish,,,410.0,20.0,39.0,5.0,18.0,5.0,50.0,660.0,entree_only,none
199,McDonald's,"Ranch Snack Wrap, Buttermilk Crispy",,,380.0,20.0,34.0,2.0,16.0,6.0,45.0,830.0,entree_only,none
215,McDonald's,Bacon McDouble New York,,,450.0,22.0,34.0,7.0,28.0,10.0,85.0,1080.0,entree_only,breakfast
229,McDonald's,Portuguese Sausage Side Order,,,220.0,19.0,2.0,1.0,10.0,7.0,50.0,570.0,entree_only,breakfast
235,McDonald's,Green Chili Double Cheeseburger New York,,,390.0,18.0,34.0,7.0,23.0,8.0,70.0,750.0,entree_only,none
239,McDonald's,Southern Style Buttermilk Crispy Chicken Sandwich,,,470.0,20.0,48.0,5.0,25.0,4.5,65.0,950.0,entree_only,none
245,McDonald's,Donatos 7 inch Pepperoni Pizza,,,510.0,26.0,43.0,4.0,26.0,12.0,80.0,1200.0,entree_only,none
252,McDonald's,Hot N' Spicy McChicken Deluxe,,,440.0,20.0,48.0,7.0,18.0,6.0,55.0,840.0,entree_only,none
261,McDonald's,Cheeseburger Bacon,,,360.0,16.0,34.0,7.0,21.0,7.0,55.0,920.0,entree_only,breakfast
273,McDonald's,Deluxe Artisan Grilled Chicken on Potato Roll,,,360.0,9.0,36.0,6.0,35.0,2.5,100.0,1140.0,entree_only,none
275,McDonald's,Hot N Spicy McChicken Scratch Biscuit,,,460.0,23.0,49.0,3.0,14.0,9.0,75.0,1090.0,entree_only,breakfast
282,McDonald's,Jalapeno McChicken,,,430.0,20.0,44.0,6.0,18.0,5.0,55.0,1030.0,entree_only,none
283,McDonald's,Chicken Sausage McMuffin,,,290.0,12.0,29.0,2.0,16.0,6.0,65.0,800.0,entree_only,breakfast
292,McDonald's,Deluxe Artisan Grilled Chicken on Sesame Seed Bun,,,360.0,9.0,36.0,7.0,35.0,2.5,100.0,1070.0,entree_only,none
335,McDonald's,Daily Double,,,430.0,22.0,35.0,6.0,23.0,10.0,75.0,760.0,entree_only,none
353,McDonald's,Premium Bacon Ranch Salad with Grilled Chicken,,,190.0,12.0,9.0,3.0,14.0,5.0,40.0,500.0,entree_only,breakfast
354,McDonald's,Premium Southwest Salad with Buttermilk Crispy Chicken,,,160.0,7.0,19.0,4.0,8.0,3.0,15.0,200.0,entree_only,none
359,McDonald's,Southern Style Chicken Biscuit,,,440.0,22.0,45.0,4.0,16.0,8.0,35.0,1230.0,entree_only,breakfast
369,McDonald's,Bacon McDouble,,,450.0,22.0,34.0,7.0,28.0,10.0,85.0,1080.0,entree_only,breakfast
371,McDonald's,Old Bay Double Filet-O-Fish Sandwich,,,540.0,25.0,49.0,5.0,29.0,6.0,80.0,760.0,entree_only,none
372,McDonald's,Double Filet-O- Fish,,,540.0,26.0,48.0,5.0,28.0,6.0,80.0,780.0,entree_only,none
377,McDonald's,Buttermilk Crispy Chicken Tenders (2 piece),,,240.0,13.0,11.0,0.0,20.0,2.0,50.0,680.0,entree_only,none
399,McDonald's,Cheeseburger Bacon New York,,,360.0,16.0,34.0,7.0,20.0,7.0,55.0,920.0,entree_only,breakfast
475,McDonald's,Southern Style Chicken Biscuit Pressure Fried,,,440.0,22.0,46.0,4.0,15.0,8.0,40.0,1140.0,entree_only,breakfast
491,McDonald's,Cheeseburger,,,300.0,12.0,33.0,7.0,15.0,5.0,40.0,680.0,entree_only,none
499,McDonald's,Hamburger,,,250.0,8.0,31.0,6.0,13.0,3.0,30.0,480.0,entree_only,none
507,McDonald's,McChicken,,,350.0,15.0,40.0,5.0,15.0,3.5,40.0,600.0,entree_only,none
510,McDonald's,Premium Bacon Ranch Salad without chicken,,,320.0,14.0,9.0,4.0,42.0,6.0,135.0,1230.0,entree_only,breakfast
512,McDonald's,Sausage Burrito,,,290.0,15.0,26.0,2.0,13.0,6.0,165.0,800.0,entree_only,breakfast
523,McDonald's,Bacon Buffalo Ranch McChicken,,,430.0,21.0,40.0,6.0,20.0,4.5,55.0,1040.0,entree_only,breakfast
524,McDonald's,Bacon Cheddar McChicken,,,470.0,23.0,43.0,6.0,23.0,8.0,70.0,1040.0,entree_only,breakfast
525,McDonald's,Pico Guacamole Artisan Grilled Chicken without Bun,,,300.0,15.0,8.0,2.0,32.0,4.5,115.0,1200.0,entree_only,none
536,McDonald's,Hamburger New York,,,250.0,8.0,31.0,6.0,13.0,3.0,30.0,470.0,entree_only,none
537,McDonald's,Deluxe Buttermilk Crispy Chicken on Potato Roll,,,530.0,22.0,55.0,5.0,26.0,4.5,60.0,1020.0,entree_only,none
538,McDonald's,Hot N Spicy McChicken Biscuit,,,430.0,22.0,46.0,2.0,14.0,9.0,40.0,1070.0,entree_only,breakfast
540,McDonald's,McChicken Deluxe,,,430.0,19.0,47.0,7.0,18.0,6.0,55.0,830.0,entree_only,none
541,McDonald's,Chorizo Burrito,,,310.0,15.0,28.0,3.0,16.0,6.0,175.0,820.0,entree_only,breakfast
555,McDonald's,Quarter Pounder,,,430.0,20.0,38.0,9.0,26.0,8.0,75.0,700.0,entree_only,none
556,McDonald's,Bagel With Cream Cheese,,,310.0,8.0,49.0,6.0,10.0,4.0,25.0,570.0,entree_only,breakfast
561,McDonald's,Bacon Double Cheeseburger New York,,,500.0,26.0,36.0,8.0,30.0,12.0,100.0,1270.0,entree_only,breakfast
563,McDonald's,Double Cheeseburger New York,,,430.0,22.0,35.0,7.0,25.0,11.0,85.0,1040.0,entree_only,none
568,McDonald's,Homestyle Burger,,,440.0,21.0,36.0,6.0,26.0,8.0,75.0,630.0,entree_only,none
572,McDonald's,Bagel Plain,,,260.0,2.0,50.0,5.0,10.0,0.0,0.0,500.0,entree_only,breakfast
577,McDonald's,Bacon and White Cheddar Cheese McMuffin,,,350.0,16.0,30.0,3.0,20.0,7.0,255.0,770.0,entree_only,breakfast
578,McDonald's,Quarter Pounder New York,,,430.0,20.0,38.0,9.0,26.0,8.0,75.0,700.0,entree_only,none
613,McDonald's,Chicken McNuggets (4 piece),,,180.0,11.0,11.0,0.0,10.0,2.0,30.0,340.0,entree_only,none
627,McDonald's,"Bacon, Egg & Cheese Biscuit",,,450.0,24.0,40.0,3.0,18.0,12.0,200.0,1290.0,entree_only,breakfast
701,McDonald's,Southern Style Chicken Scratch Biscuit Pressure Fried,,,460.0,23.0,49.0,4.0,15.0,8.0,75.0,1160.0,entree_only,breakfast
703,McDonald's,Biscuit and Gravy,,,440.0,25.0,43.0,3.0,10.0,10.0,20.0,1270.0,entree_only,breakfast
716,McDonald's,Lobster Roll,,,290.0,5.0,35.0,3.0,24.0,1.5,65.0,630.0,entree_only,none
717,McDonald's,Cheeseburger New York,,,300.0,12.0,33.0,7.0,15.0,5.0,40.0,670.0,entree_only,none
728,McDonald's,Pico Guacamole Artisan Grilled Chicken on Sesame Seed Bun,,,470.0,18.0,40.0,7.0,38.0,5.0,115.0,1450.0,entree_only,none
734,McDonald's,Bacon Biscuit,,,340.0,17.0,36.0,3.0,10.0,9.0,20.0,1010.0,entree_only,breakfast
745,McDonald's,Sriracha Artisan Grilled Chicken on Sesame Seed Bun,,,510.0,20.0,46.0,9.0,39.0,4.5,115.0,1460.0,entree_only,none
746,McDonald's,McChicken Hot 'N Spicy Patty,,,160.0,10.0,11.0,0.0,9.0,2.0,35.0,300.0,entree_only,none
5,Wendy's,Crispy Chicken Sandwich,,,330.0,16.0,33.0,4.0,14.0,3.0,30.0,600.0,entree_only,none
6,Wendy's,Grilled Chicken Wrap,,,270.0,10.0,24.0,3.0,20.0,3.5,55.0,640.0,entree_only,none
10,Wendy's,"Spicy Chicken Caesar Salad, Half Size",,,410.0,24.0,29.0,4.0,23.0,7.0,80.0,990.0,entree_only,none
26,Wendy's,Artisan Egg Sandwich with Applewood Smoked Bacon,,,360.0,19.0,29.0,4.0,20.0,8.0,250.0,750.0,entree_only,breakfast
60,Wendy's,Kids' 4-Piece Chicken Nuggets,,,170.0,11.0,10.0,0.0,9.0,2.0,35.0,340.0,entree_only,none
62,Wendy's,Jr. Cheeseburger,,,280.0,13.0,25.0,5.0,16.0,6.0,50.0,740.0,entree_only,none
63,Wendy's,Jr. Bacon Cheeseburger,,,380.0,22.0,26.0,5.0,19.0,8.0,65.0,770.0,entree_only,breakfast
65,Wendy's,Spicy Chicken Wrap,,,370.0,20.0,30.0,2.0,18.0,5.0,50.0,850.0,entree_only,none
69,Wendy's,1/4 lb. Hamburger Patty,,,240.0,18.0,0.0,0.0,20.0,7.0,75.0,280.0,entree_only,none
70,Wendy's,Homestyle Chicken Breast,,,280.0,13.0,17.0,0.0,23.0,2.5,70.0,710.0,entree_only,none
74,Wendy's,Garden Side Salad with Ranch Dressing,,,260.0,18.0,19.0,4.0,7.0,4.5,20.0,460.0,entree_only,none
85,Wendy's,6-Piece Chicken Nuggets,,,250.0,16.0,14.0,0.0,13.0,3.5,50.0,510.0,entree_only,none
86,Wendy's,"Asiago Ranch Chicken Club, Grilled",,,520.0,23.0,36.0,7.0,42.0,7.0,125.0,1140.0,entree_only,none
89,Wendy's,Kids' Grilled Chicken Wrap,,,270.0,10.0,24.0,3.0,20.0,3.5,55.0,640.0,entree_only,none
92,Wendy's,Kids' Hamburger,,,240.0,9.0,24.0,5.0,13.0,3.5,40.0,420.0,entree_only,none
95,Wendy's,3-Piece Chicken Tenders,,,300.0,14.0,20.0,0.0,22.0,2.5,70.0,920.0,entree_only,none
100,Wendy's,Jr. Cheeseburger Deluxe,,,330.0,19.0,27.0,6.0,16.0,7.0,55.0,740.0,entree_only,none
101,Wendy's,Homestyle Chicken Wrap,,,340.0,16.0,32.0,4.0,17.0,0.5,50.0,820.0,entree_only,none
105,Wendy's,Jr. Hamburger Patty,,,110.0,8.0,0.0,0.0,9.0,3.5,40.0,130.0,entree_only,none
106,Wendy's,Jr. Sandwich Bun,,,120.0,1.5,23.0,4.0,4.0,0.0,0.0,210.0,entree_only,none
107,Wendy's,Grilled Chicken Breast,,,130.0,2.0,0.0,0.0,29.0,0.5,90.0,370.0,entree_only,none
109,Wendy's,Spicy Chicken Sandwich,,,510.0,21.0,51.0,6.0,30.0,4.0,75.0,1110.0,entree_only,none
117,Wendy's,Premium Cod,,,180.0,9.0,14.0,0.0,11.0,2.0,30.0,480.0,entree_only,none
118,Wendy's,Kids' Cheeseburger,,,270.0,13.0,25.0,5.0,15.0,6.0,50.0,620.0,entree_only,none
120,Wendy's,Honey Butter Chicken Biscuit,,,500.0,26.0,48.0,9.0,19.0,12.0,50.0,1120.0,entree_only,breakfast
128,Wendy's,4-Piece Chicken Tenders,,,400.0,19.0,26.0,1.0,29.0,3.0,90.0,1230.0,entree_only,none
188,Wendy's,Double Stack,,,390.0,21.0,25.0,5.0,25.0,9.0,90.0,910.0,entree_only,none
195,Wendy's,Spicy Chicken Breast,,,270.0,12.0,16.0,0.0,24.0,2.5,70.0,750.0,entree_only,none
197,Wendy's,Homestyle Chicken Sandwich,,,520.0,22.0,52.0,6.0,29.0,4.0,75.0,1070.0,entree_only,none
226,Wendy's,Crispy Chicken BLT,,,420.0,23.0,35.0,5.0,20.0,6.0,50.0,950.0,entree_only,none
231,Wendy's,Kids' 2-Piece Chicken Tenders,,,200.0,10.0,13.0,0.0,15.0,1.5,45.0,620.0,entree_only,none
2,Burger King,Kids Cheeseburger,,,270.0,12.0,27.0,7.0,13.0,5.0,40.0,560.0,entree_only,none
3,Burger King,Value Menu Bacon Double Cheeseburger,,,370.0,20.0,27.0,7.0,21.0,9.0,75.0,660.0,entree_only,breakfast
11,Burger King,Double Bacon Breakfast Sourdough King,,,510.0,24.0,46.0,7.0,27.0,9.0,335.0,1420.0,entree_only,breakfast
12,Burger King,Hamburger,,,220.0,8.0,26.0,6.0,11.0,3.0,30.0,380.0,entree_only,none
13,Burger King,Bacon Cheeseburger,,,300.0,15.0,27.0,7.0,15.0,6.0,50.0,710.0,entree_only,breakfast
14,Burger King,Grilled Chicken Sandwich,,,470.0,19.0,39.0,7.0,37.0,4.0,85.0,840.0,entree_only,none
20,Burger King,"Bacon, Egg & Cheese Biscuit",,,380.0,23.0,29.0,2.0,13.0,5.0,140.0,1230.0,entree_only,breakfast
40,Burger King,Bacon Double Cheeseburger,,,370.0,20.0,27.0,7.0,21.0,9.0,75.0,660.0,entree_only,breakfast
41,Burger King,Bacon Cheeseburger Deluxe,,,290.0,13.0,28.0,7.0,14.0,6.0,45.0,640.0,entree_only,breakfast
46,Burger King,Garden Side Salad without dressing,,,60.0,4.0,3.0,2.0,4.0,2.5,10.0,95.0,entree_only,none
49,Burger King,Spicy Crispy Chicken Jr.,,,390.0,21.0,37.0,6.0,12.0,3.5,30.0,740.0,entree_only,none
62,Burger King,Value Menu Spicy Crispy Chicken Jr.,,,390.0,21.0,37.0,6.0,12.0,3.5,30.0,740.0,entree_only,none
64,Burger King,"Chicken Nuggets, 6 piece",,,260.0,16.0,16.0,0.0,12.0,2.5,35.0,470.0,entree_only,none
65,Burger King,Grilled Chicken Sandwich without Mayo,,,370.0,7.0,39.0,7.0,36.0,2.0,75.0,740.0,entree_only,none
117,Burger King,Value Menu Chicken Nuggets,,,170.0,11.0,11.0,0.0,8.0,1.5,25.0,310.0,entree_only,none
126,Burger King,Whopper Jr Sandwich,,,310.0,18.0,27.0,7.0,13.0,5.0,40.0,390.0,entree_only,none
127,Burger King,Double Cheeseburger,,,350.0,18.0,27.0,7.0,20.0,8.0,70.0,580.0,entree_only,none
128,Burger King,"Kids Chicken Nuggets, 4 piece",,,170.0,11.0,11.0,0.0,8.0,1.5,25.0,310.0,entree_only,none
129,Burger King,BK Veggie Burger,,,390.0,15.0,42.0,9.0,22.0,2.5,5.0,1060.0,entree_only,none
132,Burger King,"Ham, Egg, & Cheese Biscuit",,,370.0,21.0,30.0,3.0,16.0,4.0,145.0,1500.0,entree_only,breakfast
147,Burger King,BK Veggie Burger without Mayo,,,310.0,7.0,42.0,9.0,22.0,1.0,0.0,990.0,entree_only,none
154,Burger King,Garden Chicken Salad with Crispy Chicken without Dressing,,,440.0,25.0,31.0,4.0,25.0,7.0,75.0,930.0,entree_only,none
163,Burger King,Value Menu Bacon Cheeseburger,,,280.0,13.0,27.0,7.0,14.0,6.0,45.0,630.0,entree_only,breakfast
166,Burger King,Value Menu Double Cheeseburger,,,360.0,18.0,27.0,7.0,20.0,8.0,70.0,580.0,entree_only,none
172,Burger King,"Kids Chicken Nuggets, 6 piece",,,260.0,16.0,16.0,0.0,12.0,2.5,35.0,470.0,entree_only,none
177,Burger King,Croissan'Wich Egg & Cheese,,,300.0,15.0,30.0,4.0,11.0,7.0,130.0,580.0,entree_only,none
194,Burger King,Original Chicken Sandwich without Mayo,,,450.0,16.0,48.0,4.0,28.0,3.5,60.0,990.0,entree_only,none
196,Burger King,Value Menu Rodeo Burger,,,310.0,12.0,38.0,9.0,12.0,4.0,30.0,440.0,entree_only,none
201,Burger King,Chili Cheese Grilled Dog,,,330.0,19.0,28.0,5.0,14.0,8.0,40.0,980.0,entree_only,none
5,Taco Bell,Soft Taco Supreme - Beef,,,210.0,10.0,20.0,2.0,10.0,4.5,30.0,520.0,entree_only,none
7,Taco Bell,Triple Layer Nachos,,,320.0,15.0,41.0,2.0,7.0,1.5,0.0,610.0,entree_only,none
8,Taco Bell,Fresco Soft Taco - Shredded Chicken,,,150.0,6.0,16.0,1.0,9.0,2.0,30.0,430.0,entree_only,none
10,Taco Bell,Beefy Nacho Loaded Griller,,,370.0,15.0,48.0,3.0,12.0,4.0,20.0,820.0,entree_only,none
11,Taco Bell,Shredded Chicken Mini Quesadilla,,,200.0,10.0,15.0,1.0,10.0,3.5,40.0,490.0,entree_only,none
13,Taco Bell,Grilled Breakfast Burrito - Fiesta Potato,,,340.0,14.0,43.0,3.0,10.0,3.5,100.0,780.0,entree_only,breakfast
14,Taco Bell,Burrito Supreme - Beef,,,400.0,15.0,52.0,4.0,17.0,6.0,30.0,1140.0,entree_only,none
16,Taco Bell,Double Decker Taco Supreme,,,340.0,15.0,39.0,3.0,14.0,6.0,30.0,730.0,entree_only,none
17,Taco Bell,Gordita Supreme - Chicken,,,260.0,9.0,29.0,5.0,16.0,3.0,35.0,540.0,entree_only,none
19,Taco Bell,Shredded Chicken Burrito,,,420.0,20.0,47.0,2.0,14.0,5.0,45.0,890.0,entree_only,none
20,Taco Bell,Chipotle Chicken Loaded Griller,,,340.0,16.0,36.0,3.0,14.0,4.5,35.0,770.0,entree_only,none
21,Taco Bell,Power Menu Bowl - Steak,,,510.0,21.0,55.0,2.0,26.0,7.0,65.0,1250.0,entree_only,none
22,Taco Bell,Breakfast Soft Taco - Bacon,,,230.0,14.0,15.0,1.0,12.0,5.0,120.0,560.0,entree_only,breakfast
23,Taco Bell,Crunchy Taco Supreme,,,190.0,11.0,15.0,2.0,8.0,4.5,30.0,340.0,entree_only,none
24,Taco Bell,Burrito Supreme - Chicken,,,380.0,12.0,49.0,4.0,20.0,5.0,35.0,1110.0,entree_only,none
25,Taco Bell,Chili Cheese Burrito (regional),,,370.0,17.0,40.0,2.0,16.0,8.0,40.0,960.0,entree_only,none
26,Taco Bell,Fiery Doritos Locos Taco Supreme,,,190.0,11.0,15.0,2.0,8.0,4.5,30.0,390.0,entree_only,none
49,Taco Bell,Cool Ranch Doritos Double Decker Taco,,,320.0,13.0,36.0,2.0,13.0,5.0,25.0,770.0,entree_only,none
56,Taco Bell,Fresco Burrito Supreme - Chicken,,,340.0,8.0,48.0,4.0,18.0,2.5,25.0,1070.0,entree_only,none
57,Taco Bell,Fresco Crunchy Taco - Beef,,,140.0,7.0,14.0,1.0,6.0,2.5,15.0,300.0,entree_only,none
59,Taco Bell,Beefy 5-Layer Burrito,,,500.0,19.0,64.0,5.0,19.0,7.0,30.0,1280.0,entree_only,none
60,Taco Bell,Double Decker Taco,,,320.0,13.0,36.0,2.0,13.0,4.5,25.0,710.0,entree_only,none
62,Taco Bell,Spicy Potato Soft Taco,,,230.0,12.0,27.0,1.0,5.0,3.0,10.0,460.0,entree_only,none
64,Taco Bell,Power Menu Burrito - Chicken,,,450.0,20.0,41.0,4.0,26.0,7.0,70.0,1200.0,entree_only,none
66,Taco Bell,Fiery Doritos Locos Taco,,,170.0,9.0,13.0,1.0,8.0,3.5,25.0,370.0,entree_only,none
67,Taco Bell,Express Fiesta Taco Salad (regional),,,580.0,26.0,65.0,6.0,23.0,9.0,55.0,1280.0,entree_only,none
70,Taco Bell,Nacho Cheese Doritos Locos Taco Supreme,,,190.0,11.0,15.0,2.0,8.0,4.5,30.0,380.0,entree_only,none
71,Taco Bell,Breakfast Soft Taco - Sausage,,,230.0,14.0,15.0,1.0,9.0,5.0,115.0,400.0,entree_only,breakfast
72,Taco Bell,Double Tostada (regional),,,270.0,11.0,32.0,2.0,12.0,4.0,15.0,660.0,entree_only,none
78,Taco Bell,Tequila (80 proof) - Double - LV,,,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,entree_only,none
81,Taco Bell,Rum (80 proof) - Double - LV,,,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,entree_only,none
82,Taco Bell,Vodka (80 proof) - Double - LV,,,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,entree_only,none
97,Taco Bell,Sausage Flatbread Quesadilla,,,330.0,18.0,27.0,3.0,14.0,6.0,120.0,520.0,entree_only,breakfast
98,Taco Bell,Mini Skillet Bowl,,,180.0,11.0,16.0,1.0,5.0,2.0,100.0,430.0,entree_only,none
103,Taco Bell,Meximelt,,,250.0,13.0,19.0,1.0,14.0,7.0,40.0,720.0,entree_only,none
104,Taco Bell,Chalupa Supreme - Beef,,,350.0,18.0,33.0,3.0,13.0,5.0,25.0,560.0,entree_only,none
105,Taco Bell,Power Menu Bowl - Veggie,,,480.0,19.0,65.0,2.0,14.0,5.0,20.0,970.0,entree_only,none
108,Taco Bell,Gordita Supreme - Steak,,,270.0,9.0,30.0,5.0,16.0,3.5,30.0,550.0,entree_only,none
109,Taco Bell,Cool Ranch Doritos Locos Taco Supreme,,,190.0,11.0,15.0,2.0,8.0,4.5,30.0,400.0,entree_only,none
110,Taco Bell,Crunchwrap Supreme,,,530.0,21.0,71.0,6.0,16.0,6.0,25.0,1200.0,entree_only,none
111,Taco Bell,Bean Burrito,,,380.0,11.0,55.0,3.0,14.0,4.0,5.0,1060.0,entree_only,none
114,Taco Bell,Power Menu Burrito - Veggie,,,430.0,19.0,52.0,4.0,14.0,6.0,20.0,940.0,entree_only,none
116,Taco Bell,Spicy Tostada,,,210.0,10.0,22.0,1.0,6.0,3.0,10.0,440.0,entree_only,none
117,Taco Bell,Crunchy Taco,,,170.0,9.0,13.0,1.0,8.0,3.5,25.0,310.0,entree_only,none
126,Taco Bell,Whiskey (80 proof) - Double - LV,,,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,entree_only,none
143,Taco Bell,Chalupa Supreme - Chicken,,,330.0,16.0,31.0,3.0,16.0,3.5,35.0,520.0,entree_only,none
146,Taco Bell,Grilled Breakfast Burrito - Bacon,,,350.0,17.0,37.0,3.0,13.0,4.5,115.0,890.0,entree_only,breakfast
148,Taco Bell,Quesadilla - Cheese,,,460.0,26.0,37.0,3.0,19.0,11.0,50.0,980.0,entree_only,none
149,Taco Bell,Cool Ranch Doritos Locos Taco,,,170.0,10.0,13.0,1.0,8.0,3.5,25.0,380.0,entree_only,none
150,Taco Bell,Breakfast Soft Taco - Egg & Cheese,,,170.0,9.0,15.0,1.0,7.0,3.0,105.0,330.0,entree_only,breakfast
151,Taco Bell,Combo Burrito,,,450.0,18.0,51.0,3.0,21.0,7.0,40.0,1380.0,entree_only,none
152,Taco Bell,7-Layer Burrito,,,440.0,16.0,59.0,4.0,14.0,6.0,15.0,1000.0,entree_only,none
156,Taco Bell,Cheesy Potato Griller,,,340.0,13.0,50.0,3.0,8.0,3.0,5.0,780.0,entree_only,none
158,Taco Bell,Cheesy Potato Burrito,,,480.0,21.0,55.0,4.0,17.0,7.0,40.0,1300.0,entree_only,none
161,Taco Bell,Beefy Mini Quesadilla,,,210.0,11.0,17.0,1.0,9.0,4.0,25.0,540.0,entree_only,none
162,Taco Bell,Grilled Breakfast Burrito - Sausage,,,340.0,17.0,36.0,3.0,11.0,5.0,110.0,730.0,entree_only,breakfast
164,Taco Bell,Power Menu Burrito - Steak,,,460.0,21.0,42.0,4.0,25.0,8.0,65.0,1220.0,entree_only,none
165,Taco Bell,Black Bean Burrito,,,390.0,11.0,60.0,2.0,13.0,4.0,10.0,1020.0,entree_only,none
176,Taco Bell,Breakfast Quesadilla - Steak,,,500.0,26.0,38.0,2.0,29.0,12.0,165.0,1260.0,entree_only,breakfast
181,Taco Bell,Nacho Cheese Doritos Double Decker Taco,,,320.0,13.0,36.0,2.0,14.0,5.0,25.0,750.0,entree_only,none
182,Taco Bell,Fiery Doritos Double Decker Taco,,,320.0,13.0,36.0,2.0,14.0,4.5,25.0,760.0,entree_only,none
209,Taco Bell,Grilled Steak Soft Taco,,,200.0,10.0,17.0,2.0,12.0,3.5,30.0,510.0,entree_only,none
210,Taco Bell,Nacho Cheese Doritos Locos Taco,,,160.0,9.0,13.0,1.0,8.0,3.5,25.0,360.0,entree_only,none
214,Taco Bell,Gordita Supreme - Beef,,,280.0,12.0,31.0,5.0,13.0,4.5,30.0,570.0,entree_only,none
217,Taco Bell,Power Menu Bowl - Chicken,,,500.0,20.0,54.0,2.0,27.0,6.0,70.0,1230.0,entree_only,none
218,Taco Bell,Fresco Bean Burrito,,,350.0,9.0,56.0,3.0,13.0,2.5,0.0,1050.0,entree_only,none
219,Taco Bell,Fresco Soft Taco - Beef,,,160.0,6.0,18.0,1.0,8.0,2.5,15.0,480.0,entree_only,none
220,Taco Bell,Fresco Burrito Supreme - Steak,,,340.0,9.0,49.0,4.0,17.0,3.0,20.0,1090.0,entree_only,none
222,Taco Bell,Beefy Fritos Burrito,,,440.0,18.0,57.0,3.0,13.0,4.5,20.0,1000.0,entree_only,none
224,Taco Bell,Fresco Soft Taco - Steak,,,150.0,4.0,17.0,2.0,10.0,1.5,20.0,460.0,entree_only,none
226,Taco Bell,Soft Taco - Chicken,,,170.0,8.0,16.0,1.0,10.0,3.0,40.0,450.0,entree_only,none
227,Taco Bell,Soft Taco - Beef,,,180.0,9.0,18.0,1.0,9.0,4.0,25.0,500.0,entree_only,none
228,Taco Bell,Chalupa Supreme - Steak,,,330.0,16.0,32.0,3.0,15.0,4.0,30.0,530.0,entree_only,none
