,brand_name,entree,side,dessert,calories,total_fat,carbs,sugar,protein,saturated_fat,cholesterol,sodium,meal_type,tag
2206,McDonald's,Premium Southwest Salad with Buttermilk Crispy Chicken,Chicken Noodle Soup,,260.0,8.5,30.0,4.0,19.0,3.0,30.0,1080.0,entree_side,none
2218,McDonald's,Premium Southwest Salad with Buttermilk Crispy Chicken,Side Salad,,175.0,7.0,22.0,5.0,9.0,3.0,15.0,215.0,entree_side,none
2223,McDonald's,Premium Southwest Salad with Buttermilk Crispy Chicken,Hash Browns,,310.0,16.0,35.0,4.0,9.0,4.5,15.0,520.0,entree_side,none
2224,McDonald's,Premium Southwest Salad with Buttermilk Crispy Chicken,Kids Fries,,270.0,12.0,34.0,4.0,9.0,4.0,15.0,280.0,entree_side,none
2476,McDonald's,Buttermilk Crispy Chicken Tenders (2 piece),Mac N Cheese,,370.0,17.0,27.0,4.0,26.0,4.5,60.0,920.0,entree_side,none
2477,McDonald's,Buttermilk Crispy Chicken Tenders (2 piece),Cuties,,275.0,13.0,19.0,6.0,20.0,2.0,50.0,680.0,entree_side,none
2481,McDonald's,Buttermilk Crispy Chicken Tenders (2 piece),Chicken Noodle Soup,,340.0,14.5,22.0,0.0,31.0,2.0,65.0,1560.0,entree_side,none
2493,McDonald's,Buttermilk Crispy Chicken Tenders (2 piece),Side Salad,,255.0,13.0,14.0,1.0,21.0,2.0,50.0,695.0,entree_side,none
2497,McDonald's,Buttermilk Crispy Chicken Tenders (2 piece),Apple Slices,,275.0,13.0,20.0,7.0,20.0,2.0,50.0,680.0,entree_side,none
2499,McDonald's,Buttermilk Crispy Chicken Tenders (2 piece),Kids Fries,,350.0,18.0,26.0,0.0,21.0,3.0,50.0,760.0,entree_side,none
2556,McDonald's,Cheeseburger Bacon New York,Chicken Noodle Soup,,460.0,17.5,45.0,7.0,31.0,7.0,70.0,1800.0,entree_side,breakfast
2756,McDonald's,Cheeseburger,Chicken Noodle Soup,,400.0,13.5,44.0,7.0,26.0,5.0,55.0,1560.0,entree_side,none
2774,McDonald's,Cheeseburger,Kids Fries,,410.0,17.0,48.0,7.0,16.0,6.0,40.0,760.0,entree_side,none
2800,Burger King,Hamburger,Small French Fries,,450.0,19.0,55.0,6.0,14.0,4.5,30.0,540.0,entree_side,none
2803,Burger King,Hamburger,Mozzarella Sticks (3 Piece),,410.0,18.0,44.0,7.0,19.0,7.0,50.0,840.0,entree_side,none
2806,Burger King,Hamburger,Chicken Noodle Soup,,320.0,9.5,37.0,6.0,22.0,3.0,45.0,1260.0,entree_side,none
2818,Burger King,Hamburger,Side Salad,,235.0,8.0,29.0,7.0,12.0,3.0,30.0,395.0,entree_side,none
2823,Burger King,Hamburger,Hash Browns,,370.0,17.0,42.0,6.0,12.0,4.5,30.0,700.0,entree_side,none
2824,Burger King,Hamburger,Kids Fries,,330.0,13.0,41.0,6.0,12.0,4.0,30.0,460.0,entree_side,none
2831,McDonald's,McChicken,Chicken Noodle Soup,,450.0,16.5,51.0,5.0,26.0,3.5,55.0,1480.0,entree_side,none
2843,McDonald's,McChicken,Side Salad,,365.0,15.0,43.0,6.0,16.0,3.5,40.0,615.0,entree_side,none
2856,McDonald's,Premium Bacon Ranch Salad without chicken,Chicken Noodle Soup,,420.0,15.5,20.0,4.0,53.0,6.0,150.0,2110.0,entree_side,breakfast
2868,McDonald's,Premium Bacon Ranch Salad without chicken,Side Salad,,335.0,14.0,12.0,5.0,43.0,6.0,135.0,1245.0,entree_side,breakfast
2874,McDonald's,Premium Bacon Ranch Salad without chicken,Kids Fries,,430.0,19.0,24.0,4.0,43.0,7.0,135.0,1310.0,entree_side,breakfast
2876,McDonald's,Sausage Burrito,Mac N Cheese,,420.0,19.0,42.0,6.0,19.0,8.5,175.0,1040.0,entree_side,breakfast
2881,McDonald's,Sausage Burrito,Chicken Noodle Soup,,390.0,16.5,37.0,2.0,24.0,6.0,180.0,1680.0,entree_side,breakfast
2893,McDonald's,Sausage Burrito,Side Salad,,305.0,15.0,29.0,3.0,14.0,6.0,165.0,815.0,entree_side,breakfast
3076,McDonald's,Pico Guacamole Artisan Grilled Chicken without Bun,Mac N Cheese,,430.0,19.0,24.0,6.0,38.0,7.0,125.0,1440.0,entree_side,none
3081,McDonald's,Pico Guacamole Artisan Grilled Chicken without Bun,Chicken Noodle Soup,,400.0,16.5,19.0,2.0,43.0,4.5,130.0,2080.0,entree_side,none
3093,McDonald's,Pico Guacamole Artisan Grilled Chicken without Bun,Side Salad,,315.0,15.0,11.0,3.0,33.0,4.5,115.0,1215.0,entree_side,none
3150,McDonald's,Hamburger New York,Small French Fries,,480.0,19.0,60.0,6.0,16.0,4.5,30.0,630.0,entree_side,none
3153,McDonald's,Hamburger New York,Mozzarella Sticks (3 Piece),,440.0,18.0,49.0,7.0,21.0,7.0,50.0,930.0,entree_side,none
3156,McDonald's,Hamburger New York,Chicken Noodle Soup,,350.0,9.5,42.0,6.0,24.0,3.0,45.0,1350.0,entree_side,none
3168,McDonald's,Hamburger New York,Side Salad,,265.0,8.0,34.0,7.0,14.0,3.0,30.0,485.0,entree_side,none
3173,McDonald's,Hamburger New York,Hash Browns,,400.0,17.0,47.0,6.0,14.0,4.5,30.0,790.0,entree_side,none
3174,McDonald's,Hamburger New York,Kids Fries,,360.0,13.0,46.0,6.0,14.0,4.0,30.0,550.0,entree_side,none
3276,McDonald's,Chorizo Burrito,Mac N Cheese,,440.0,19.0,44.0,7.0,22.0,8.5,185.0,1060.0,entree_side,breakfast
3281,McDonald's,Chorizo Burrito,Chicken Noodle Soup,,410.0,16.5,39.0,3.0,27.0,6.0,190.0,1700.0,entree_side,breakfast
3293,McDonald's,Chorizo Burrito,Side Salad,,325.0,15.0,31.0,4.0,17.0,6.0,175.0,835.0,entree_side,breakfast
3375,McDonald's,Bagel With Cream Cheese,Small French Fries,,540.0,19.0,78.0,6.0,13.0,5.5,25.0,730.0,entree_side,breakfast
3378,McDonald's,Bagel With Cream Cheese,Mozzarella Sticks (3 Piece),,500.0,18.0,67.0,7.0,18.0,8.0,45.0,1030.0,entree_side,breakfast
3381,McDonald's,Bagel With Cream Cheese,Chicken Noodle Soup,,410.0,9.5,60.0,6.0,21.0,4.0,40.0,1450.0,entree_side,breakfast
3393,McDonald's,Bagel With Cream Cheese,Side Salad,,325.0,8.0,52.0,7.0,11.0,4.0,25.0,585.0,entree_side,breakfast
3398,McDonald's,Bagel With Cream Cheese,Hash Browns,,460.0,17.0,65.0,6.0,11.0,5.5,25.0,890.0,entree_side,breakfast
3399,McDonald's,Bagel With Cream Cheese,Kids Fries,,420.0,13.0,64.0,6.0,11.0,5.0,25.0,650.0,entree_side,breakfast
3500,McDonald's,Bagel Plain,Small French Fries,,490.0,13.0,79.0,5.0,13.0,1.5,0.0,660.0,entree_side,breakfast
3503,McDonald's,Bagel Plain,Mozzarella Sticks (3 Piece),,450.0,12.0,68.0,6.0,18.0,4.0,20.0,960.0,entree_side,breakfast
3505,McDonald's,Bagel Plain,McCheddar Potato Bites (8 piece),,530.0,15.0,81.0,7.0,16.0,3.5,10.0,1210.0,entree_side,breakfast
3506,McDonald's,Bagel Plain,Chicken Noodle Soup,,360.0,3.5,61.0,5.0,21.0,0.0,15.0,1380.0,entree_side,breakfast
3514,McDonald's,Bagel Plain,Spam Side Order,,450.0,18.0,51.0,6.0,18.0,6.0,45.0,1160.0,entree_side,breakfast
3518,McDonald's,Bagel Plain,Side Salad,,275.0,2.0,53.0,6.0,11.0,0.0,0.0,515.0,entree_side,breakfast
3523,McDonald's,Bagel Plain,Hash Browns,,410.0,11.0,66.0,5.0,11.0,1.5,0.0,820.0,entree_side,breakfast
3524,McDonald's,Bagel Plain,Kids Fries,,370.0,7.0,65.0,5.0,11.0,1.0,0.0,580.0,entree_side,breakfast
3556,McDonald's,Bacon and White Cheddar Cheese McMuffin,Chicken Noodle Soup,,450.0,17.5,41.0,3.0,31.0,7.0,270.0,1650.0,entree_side,breakfast
3568,McDonald's,Bacon and White Cheddar Cheese McMuffin,Side Salad,,365.0,16.0,33.0,4.0,21.0,7.0,255.0,785.0,entree_side,breakfast
3851,McDonald's,Chicken McNuggets (4 piece),Mac N Cheese,,310.0,15.0,27.0,4.0,16.0,4.5,40.0,580.0,entree_side,none
3852,McDonald's,Chicken McNuggets (4 piece),Cuties,,215.0,11.0,19.0,6.0,10.0,2.0,30.0,340.0,entree_side,none
3856,McDonald's,Chicken McNuggets (4 piece),Chicken Noodle Soup,,280.0,12.5,22.0,0.0,21.0,2.0,45.0,1220.0,entree_side,none
3868,McDonald's,Chicken McNuggets (4 piece),Side Salad,,195.0,11.0,14.0,1.0,11.0,2.0,30.0,355.0,entree_side,none
3872,McDonald's,Chicken McNuggets (4 piece),Apple Slices,,215.0,11.0,20.0,7.0,10.0,2.0,30.0,340.0,entree_side,none
3874,McDonald's,Chicken McNuggets (4 piece),Kids Fries,,290.0,16.0,26.0,0.0,11.0,3.0,30.0,420.0,entree_side,none
4150,McDonald's,Lobster Roll,Small French Fries,,520.0,16.0,64.0,3.0,27.0,3.0,65.0,790.0,entree_side,none
4151,McDonald's,Lobster Roll,Mac N Cheese,,420.0,9.0,51.0,7.0,30.0,4.0,75.0,870.0,entree_side,none
4153,McDonald's,Lobster Roll,Mozzarella Sticks (3 Piece),,480.0,15.0,53.0,4.0,32.0,5.5,85.0,1090.0,entree_side,none
4155,McDonald's,Lobster Roll,McCheddar Potato Bites (8 piece),,560.0,18.0,66.0,5.0,30.0,5.0,75.0,1340.0,entree_side,none
4156,McDonald's,Lobster Roll,Chicken Noodle Soup,,390.0,6.5,46.0,3.0,35.0,1.5,80.0,1510.0,entree_side,none
4168,McDonald's,Lobster Roll,Side Salad,,305.0,5.0,38.0,4.0,25.0,1.5,65.0,645.0,entree_side,none
4173,McDonald's,Lobster Roll,Hash Browns,,440.0,14.0,51.0,3.0,25.0,3.0,65.0,950.0,entree_side,none
4174,McDonald's,Lobster Roll,Kids Fries,,400.0,10.0,50.0,3.0,25.0,2.5,65.0,710.0,entree_side,none
4181,McDonald's,Cheeseburger New York,Chicken Noodle Soup,,400.0,13.5,44.0,7.0,26.0,5.0,55.0,1550.0,entree_side,none
4199,McDonald's,Cheeseburger New York,Kids Fries,,410.0,17.0,48.0,7.0,16.0,6.0,40.0,750.0,entree_side,none
4206,McDonald's,Pico Guacamole Artisan Grilled Chicken on Sesame Seed Bun,Chicken Noodle Soup,,570.0,19.5,51.0,7.0,49.0,5.0,130.0,2330.0,entree_side,none
4256,McDonald's,Bacon Biscuit,Chicken Noodle Soup,,440.0,18.5,47.0,3.0,21.0,9.0,35.0,1890.0,entree_side,breakfast
4268,McDonald's,Bacon Biscuit,Side Salad,,355.0,17.0,39.0,4.0,11.0,9.0,20.0,1025.0,entree_side,breakfast
4351,McDonald's,McChicken Hot 'N Spicy Patty,Mac N Cheese,,290.0,14.0,27.0,4.0,15.0,4.5,45.0,540.0,entree_side,none
4352,McDonald's,McChicken Hot 'N Spicy Patty,Cuties,,195.0,10.0,19.0,6.0,9.0,2.0,35.0,300.0,entree_side,none
4356,McDonald's,McChicken Hot 'N Spicy Patty,Chicken Noodle Soup,,260.0,11.5,22.0,0.0,20.0,2.0,50.0,1180.0,entree_side,none
4368,McDonald's,McChicken Hot 'N Spicy Patty,Side Salad,,175.0,10.0,14.0,1.0,10.0,2.0,35.0,315.0,entree_side,none
4372,McDonald's,McChicken Hot 'N Spicy Patty,Apple Slices,,195.0,10.0,20.0,7.0,9.0,2.0,35.0,300.0,entree_side,none
4373,McDonald's,McChicken Hot 'N Spicy Patty,Hash Browns,,310.0,19.0,27.0,0.0,10.0,3.5,35.0,620.0,entree_side,none
4374,McDonald's,McChicken Hot 'N Spicy Patty,Kids Fries,,270.0,15.0,26.0,0.0,10.0,3.0,35.0,380.0,entree_side,none
4402,Wendy's,Grilled Chicken Wrap,Plain Baked Potato,,540.0,10.0,85.0,6.0,27.0,3.5,55.0,665.0,entree_side,none
4403,Wendy's,Grilled Chicken Wrap,Sour Cream & Chive Baked Potato,,580.0,12.5,87.0,7.0,28.0,5.0,65.0,675.0,entree_side,none
4404,Wendy's,Grilled Chicken Wrap,Seasoned Home Style Potatoes,,500.0,18.0,59.0,3.0,23.0,5.0,55.0,1320.0,entree_side,none
4487,Wendy's,Kids' 4-Piece Chicken Nuggets,Apple Slices,,205.0,11.0,19.0,7.0,9.0,2.0,35.0,340.0,entree_side,none
4491,Wendy's,Kids' 4-Piece Chicken Nuggets,"Chili, Small",,340.0,16.0,26.0,6.0,24.0,4.0,70.0,1120.0,entree_side,none
4496,Wendy's,Kids' 4-Piece Chicken Nuggets,Kids' Apples Slices,,205.0,11.0,19.0,7.0,9.0,2.0,35.0,340.0,entree_side,none
4498,Wendy's,Kids' 4-Piece Chicken Nuggets,Plain Baked Potato,,440.0,11.0,71.0,3.0,16.0,2.0,35.0,365.0,entree_side,none
4499,Wendy's,Kids' 4-Piece Chicken Nuggets,Sour Cream & Chive Baked Potato,,480.0,13.5,73.0,4.0,17.0,3.5,45.0,375.0,entree_side,none
4500,Wendy's,Kids' 4-Piece Chicken Nuggets,Seasoned Home Style Potatoes,,400.0,19.0,45.0,0.0,12.0,3.5,35.0,1020.0,entree_side,none
4599,Wendy's,1/4 lb. Hamburger Patty,Apple Slices,,275.0,18.0,9.0,7.0,20.0,7.0,75.0,280.0,entree_side,none
4608,Wendy's,1/4 lb. Hamburger Patty,Kids' Apples Slices,,275.0,18.0,9.0,7.0,20.0,7.0,75.0,280.0,entree_side,none
4610,Wendy's,1/4 lb. Hamburger Patty,Plain Baked Potato,,510.0,18.0,61.0,3.0,27.0,7.0,75.0,305.0,entree_side,none
4615,Wendy's,Homestyle Chicken Breast,Apple Slices,,315.0,13.0,26.0,7.0,23.0,2.5,70.0,710.0,entree_side,none
4619,Wendy's,Homestyle Chicken Breast,"Chili, Small",,450.0,18.0,33.0,6.0,38.0,4.5,105.0,1490.0,entree_side,none
4624,Wendy's,Homestyle Chicken Breast,Kids' Apples Slices,,315.0,13.0,26.0,7.0,23.0,2.5,70.0,710.0,entree_side,none
4626,Wendy's,Homestyle Chicken Breast,Plain Baked Potato,,550.0,13.0,78.0,3.0,30.0,2.5,70.0,735.0,entree_side,none
4627,Wendy's,Homestyle Chicken Breast,Sour Cream & Chive Baked Potato,,590.0,15.5,80.0,4.0,31.0,4.0,80.0,745.0,entree_side,none
4674,Wendy's,Garden Side Salad with Ranch Dressing,Plain Baked Potato,,530.0,18.0,80.0,7.0,14.0,4.5,20.0,485.0,entree_side,none
4679,Wendy's,6-Piece Chicken Nuggets,Apple Slices,,285.0,16.0,23.0,7.0,13.0,3.5,50.0,510.0,entree_side,none
4688,Wendy's,6-Piece Chicken Nuggets,Kids' Apples Slices,,285.0,16.0,23.0,7.0,13.0,3.5,50.0,510.0,entree_side,none
4690,Wendy's,6-Piece Chicken Nuggets,Plain Baked Potato,,520.0,16.0,75.0,3.0,20.0,3.5,50.0,535.0,entree_side,none
4691,Wendy's,6-Piece Chicken Nuggets,Sour Cream & Chive Baked Potato,,560.0,18.5,77.0,4.0,21.0,5.0,60.0,545.0,entree_side,none
4722,Wendy's,Kids' Grilled Chicken Wrap,Plain Baked Potato,,540.0,10.0,85.0,6.0,27.0,3.5,55.0,665.0,entree_side,none
4723,Wendy's,Kids' Grilled Chicken Wrap,Sour Cream & Chive Baked Potato,,580.0,12.5,87.0,7.0,28.0,5.0,65.0,675.0,entree_side,none
4724,Wendy's,Kids' Grilled Chicken Wrap,Seasoned Home Style Potatoes,,500.0,18.0,59.0,3.0,23.0,5.0,55.0,1320.0,entree_side,none
4751,Wendy's,Kids' Hamburger,Kids' Natural Cut Fries,,470.0,19.0,54.0,5.0,16.0,5.5,40.0,650.0,entree_side,none
4756,Wendy's,Kids' Hamburger,Seasoned Home Style Potatoes,,470.0,17.0,59.0,5.0,16.0,5.0,40.0,1100.0,entree_side,none
4759,Wendy's,3-Piece Chicken Tenders,Apple Slices,,335.0,14.0,29.0,7.0,22.0,2.5,70.0,920.0,entree_side,none
4763,Wendy's,3-Piece Chicken Tenders,"Chili, Small",,470.0,19.0,36.0,6.0,37.0,4.5,105.0,1700.0,entree_side,none
4768,Wendy's,3-Piece Chicken Tenders,Kids' Apples Slices,,335.0,14.0,29.0,7.0,22.0,2.5,70.0,920.0,entree_side,none
4770,Wendy's,3-Piece Chicken Tenders,Plain Baked Potato,,570.0,14.0,81.0,3.0,29.0,2.5,70.0,945.0,entree_side,none
4855,Wendy's,Jr. Hamburger Patty,Apple Slices,,145.0,8.0,9.0,7.0,9.0,3.5,40.0,130.0,entree_side,none
4859,Wendy's,Jr. Hamburger Patty,"Chili, Small",,280.0,13.0,16.0,6.0,24.0,5.5,75.0,910.0,entree_side,none
4862,Wendy's,Jr. Hamburger Patty,Broccoli Cheese Baked Potato,,540.0,19.0,70.0,7.0,24.0,9.5,65.0,700.0,entree_side,none
4863,Wendy's,Jr. Hamburger Patty,Kids' Natural Cut Fries,,340.0,18.0,30.0,0.0,12.0,5.5,40.0,360.0,entree_side,none
4864,Wendy's,Jr. Hamburger Patty,Kids' Apples Slices,,145.0,8.0,9.0,7.0,9.0,3.5,40.0,130.0,entree_side,none
4866,Wendy's,Jr. Hamburger Patty,Plain Baked Potato,,380.0,8.0,61.0,3.0,16.0,3.5,40.0,155.0,entree_side,none
4867,Wendy's,Jr. Hamburger Patty,Sour Cream & Chive Baked Potato,,420.0,10.5,63.0,4.0,17.0,5.0,50.0,165.0,entree_side,none
4868,Wendy's,Jr. Hamburger Patty,Seasoned Home Style Potatoes,,340.0,16.0,35.0,0.0,12.0,5.0,40.0,810.0,entree_side,none
4872,Wendy's,Jr. Sandwich Bun,"Natural-Cut Fries, Small",,440.0,16.5,66.0,4.0,9.0,2.5,0.0,530.0,entree_side,none
4879,Wendy's,Jr. Sandwich Bun,Kids' Natural Cut Fries,,350.0,11.5,53.0,4.0,7.0,2.0,0.0,440.0,entree_side,none
4882,Wendy's,Jr. Sandwich Bun,Plain Baked Potato,,390.0,1.5,84.0,7.0,11.0,0.0,0.0,235.0,entree_side,none
4884,Wendy's,Jr. Sandwich Bun,Seasoned Home Style Potatoes,,350.0,9.5,58.0,4.0,7.0,1.5,0.0,890.0,entree_side,none
4887,Wendy's,Grilled Chicken Breast,Apple Slices,,165.0,2.0,9.0,7.0,29.0,0.5,90.0,370.0,entree_side,none
4888,Wendy's,Grilled Chicken Breast,"Natural-Cut Fries, Small",,450.0,17.0,43.0,0.0,34.0,3.0,90.0,690.0,entree_side,none
4891,Wendy's,Grilled Chicken Breast,"Chili, Small",,300.0,7.0,16.0,6.0,44.0,2.5,125.0,1150.0,entree_side,none
4894,Wendy's,Grilled Chicken Breast,Broccoli Cheese Baked Potato,,560.0,13.0,70.0,7.0,44.0,6.5,115.0,940.0,entree_side,none
4895,Wendy's,Grilled Chicken Breast,Kids' Natural Cut Fries,,360.0,12.0,30.0,0.0,32.0,2.5,90.0,600.0,entree_side,none
4896,Wendy's,Grilled Chicken Breast,Kids' Apples Slices,,165.0,2.0,9.0,7.0,29.0,0.5,90.0,370.0,entree_side,none
4898,Wendy's,Grilled Chicken Breast,Plain Baked Potato,,400.0,2.0,61.0,3.0,36.0,0.5,90.0,395.0,entree_side,none
4899,Wendy's,Grilled Chicken Breast,Sour Cream & Chive Baked Potato,,440.0,4.5,63.0,4.0,37.0,2.0,100.0,405.0,entree_side,none
4900,Wendy's,Grilled Chicken Breast,Seasoned Home Style Potatoes,,360.0,10.0,35.0,0.0,32.0,2.0,90.0,1050.0,entree_side,none
4951,Wendy's,Premium Cod,Apple Slices,,215.0,9.0,23.0,7.0,11.0,2.0,30.0,480.0,entree_side,none
4955,Wendy's,Premium Cod,"Chili, Small",,350.0,14.0,30.0,6.0,26.0,4.0,65.0,1260.0,entree_side,none
4959,Wendy's,Premium Cod,Kids' Natural Cut Fries,,410.0,19.0,44.0,0.0,14.0,4.0,30.0,710.0,entree_side,none
4960,Wendy's,Premium Cod,Kids' Apples Slices,,215.0,9.0,23.0,7.0,11.0,2.0,30.0,480.0,entree_side,none
4962,Wendy's,Premium Cod,Plain Baked Potato,,450.0,9.0,75.0,3.0,18.0,2.0,30.0,505.0,entree_side,none
4963,Wendy's,Premium Cod,Sour Cream & Chive Baked Potato,,490.0,11.5,77.0,4.0,19.0,3.5,40.0,515.0,entree_side,none
4964,Wendy's,Premium Cod,Seasoned Home Style Potatoes,,410.0,17.0,49.0,0.0,14.0,3.5,30.0,1160.0,entree_side,none
5079,Wendy's,Spicy Chicken Breast,Apple Slices,,305.0,12.0,25.0,7.0,24.0,2.5,70.0,750.0,entree_side,none
5083,Wendy's,Spicy Chicken Breast,"Chili, Small",,440.0,17.0,32.0,6.0,39.0,4.5,105.0,1530.0,entree_side,none
5088,Wendy's,Spicy Chicken Breast,Kids' Apples Slices,,305.0,12.0,25.0,7.0,24.0,2.5,70.0,750.0,entree_side,none
5090,Wendy's,Spicy Chicken Breast,Plain Baked Potato,,540.0,12.0,77.0,3.0,31.0,2.5,70.0,775.0,entree_side,none
5091,Wendy's,Spicy Chicken Breast,Sour Cream & Chive Baked Potato,,580.0,14.5,79.0,4.0,32.0,4.0,80.0,785.0,entree_side,none
5223,Wendy's,Kids' 2-Piece Chicken Tenders,Apple Slices,,235.0,10.0,22.0,7.0,15.0,1.5,45.0,620.0,entree_side,none
5227,Wendy's,Kids' 2-Piece Chicken Tenders,"Chili, Small",,370.0,15.0,29.0,6.0,30.0,3.5,80.0,1400.0,entree_side,none
5232,Wendy's,Kids' 2-Piece Chicken Tenders,Kids' Apples Slices,,235.0,10.0,22.0,7.0,15.0,1.5,45.0,620.0,entree_side,none
5234,Wendy's,Kids' 2-Piece Chicken Tenders,Plain Baked Potato,,470.0,10.0,74.0,3.0,22.0,1.5,45.0,645.0,entree_side,none
5235,Wendy's,Kids' 2-Piece Chicken Tenders,Sour Cream & Chive Baked Potato,,510.0,12.5,76.0,4.0,23.0,3.0,55.0,655.0,entree_side,none
5236,Wendy's,Kids' 2-Piece Chicken Tenders,Seasoned Home Style Potatoes,,430.0,18.0,48.0,0.0,18.0,3.0,45.0,1300.0,entree_side,none
5346,Burger King,Hamburger,"French Fries, Value",,440.0,18.0,57.0,6.0,14.0,4.5,30.0,710.0,entree_side,none
5498,Burger King,Garden Side Salad without dressing,Cheesy Tots,,370.0,19.0,37.0,2.0,13.0,3.5,10.0,875.0,entree_side,none
5502,Burger King,Garden Side Salad without dressing,"French Fries, Value",,280.0,14.0,34.0,2.0,7.0,4.0,10.0,425.0,entree_side,none
5574,Burger King,Grilled Chicken Sandwich without Mayo,"French Fries, Value",,590.0,17.0,70.0,7.0,39.0,3.5,75.0,1070.0,entree_side,none
6025,Taco Bell,Soft Taco Supreme - Beef,Black Beans,,290.0,11.5,32.0,2.0,13.0,4.5,30.0,720.0,entree_side,none
6026,Taco Bell,Soft Taco Supreme - Beef,Chips and Salsa,,390.0,18.0,44.0,5.0,13.0,5.0,30.0,840.0,entree_side,none
6029,Taco Bell,Soft Taco Supreme - Beef,Cheesy Roll Up,,390.0,19.0,35.0,3.0,19.0,9.5,50.0,950.0,entree_side,none
6030,Taco Bell,Soft Taco Supreme - Beef,New Classic Tortilla Chips,,350.0,18.0,36.0,2.0,12.0,5.0,30.0,730.0,entree_side,none
6031,Taco Bell,Soft Taco Supreme - Beef,"Tortilla Chips, Mild",,350.0,18.0,36.0,3.0,12.0,5.0,30.0,650.0,entree_side,none
6032,Taco Bell,Soft Taco Supreme - Beef,Black Beans & Rice,,400.0,14.0,55.0,2.0,15.0,4.5,30.0,910.0,entree_side,none
6034,Taco Bell,Soft Taco Supreme - Beef,Pintos 'n Cheese,,400.0,17.0,42.0,3.0,20.0,7.5,40.0,1200.0,entree_side,none
6035,Taco Bell,Soft Taco Supreme - Beef,Seasoned Rice,,330.0,12.0,43.0,2.0,12.0,4.5,30.0,710.0,entree_side,none
6041,Taco Bell,Soft Taco Supreme - Beef,"Tortilla Chips, Fire!",,350.0,18.0,36.0,3.0,12.0,5.0,30.0,640.0,entree_side,none
6042,Taco Bell,Soft Taco Supreme - Beef,"Tortilla Chips, Mild",,350.0,18.0,36.0,3.0,12.0,5.0,30.0,650.0,entree_side,none
6043,Taco Bell,Soft Taco Supreme - Beef,Chips and Pico de Gallo,,380.0,18.0,42.0,3.0,12.0,5.0,30.0,690.0,entree_side,none
6067,Taco Bell,Triple Layer Nachos,Black Beans,,400.0,16.5,53.0,2.0,10.0,1.5,0.0,810.0,entree_side,none
6074,Taco Bell,Triple Layer Nachos,Black Beans & Rice,,510.0,19.0,76.0,2.0,12.0,1.5,0.0,1000.0,entree_side,none
6077,Taco Bell,Triple Layer Nachos,Seasoned Rice,,440.0,17.0,64.0,2.0,9.0,1.5,0.0,800.0,entree_side,none
6088,Taco Bell,Fresco Soft Taco - Shredded Chicken,Black Beans,,230.0,7.5,28.0,1.0,12.0,2.0,30.0,630.0,entree_side,none
6089,Taco Bell,Fresco Soft Taco - Shredded Chicken,Chips and Salsa,,330.0,14.0,40.0,4.0,12.0,2.5,30.0,750.0,entree_side,none
6092,Taco Bell,Fresco Soft Taco - Shredded Chicken,Cheesy Roll Up,,330.0,15.0,31.0,2.0,18.0,7.0,50.0,860.0,entree_side,none
6093,Taco Bell,Fresco Soft Taco - Shredded Chicken,New Classic Tortilla Chips,,290.0,14.0,32.0,1.0,11.0,2.5,30.0,640.0,entree_side,none
6094,Taco Bell,Fresco Soft Taco - Shredded Chicken,"Tortilla Chips, Mild",,290.0,14.0,32.0,2.0,11.0,2.5,30.0,560.0,entree_side,none
6095,Taco Bell,Fresco Soft Taco - Shredded Chicken,Black Beans & Rice,,340.0,10.0,51.0,1.0,14.0,2.0,30.0,820.0,entree_side,none
6096,Taco Bell,Fresco Soft Taco - Shredded Chicken,Hashbrown,,310.0,18.0,29.0,1.0,10.0,3.0,30.0,700.0,entree_side,none
6097,Taco Bell,Fresco Soft Taco - Shredded Chicken,Pintos 'n Cheese,,340.0,13.0,38.0,2.0,19.0,5.0,40.0,1110.0,entree_side,none
6098,Taco Bell,Fresco Soft Taco - Shredded Chicken,Seasoned Rice,,270.0,8.0,39.0,1.0,11.0,2.0,30.0,620.0,entree_side,none
6100,Taco Bell,Fresco Soft Taco - Shredded Chicken,Cheesy Fiesta Potatoes,,380.0,18.0,44.0,3.0,12.0,4.0,35.0,950.0,entree_side,none
6102,Taco Bell,Fresco Soft Taco - Shredded Chicken,Chips and Nacho Cheese Sauce,,370.0,18.0,40.0,3.0,12.0,3.0,35.0,760.0,entree_side,none
6104,Taco Bell,Fresco Soft Taco - Shredded Chicken,"Tortilla Chips, Fire!",,290.0,14.0,32.0,2.0,11.0,2.5,30.0,550.0,entree_side,none
6105,Taco Bell,Fresco Soft Taco - Shredded Chicken,"Tortilla Chips, Mild",,290.0,14.0,32.0,2.0,11.0,2.5,30.0,560.0,entree_side,none
6106,Taco Bell,Fresco Soft Taco - Shredded Chicken,Chips and Pico de Gallo,,320.0,14.0,38.0,2.0,11.0,2.5,30.0,600.0,entree_side,none
6109,Taco Bell,Beefy Nacho Loaded Griller,Black Beans,,450.0,16.5,60.0,3.0,15.0,4.0,20.0,1020.0,entree_side,none
6116,Taco Bell,Beefy Nacho Loaded Griller,Black Beans & Rice,,560.0,19.0,83.0,3.0,17.0,4.0,20.0,1210.0,entree_side,none
6119,Taco Bell,Beefy Nacho Loaded Griller,Seasoned Rice,,490.0,17.0,71.0,3.0,14.0,4.0,20.0,1010.0,entree_side,none
6130,Taco Bell,Shredded Chicken Mini Quesadilla,Black Beans,,280.0,11.5,27.0,1.0,13.0,3.5,40.0,690.0,entree_side,none
